Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
A2NFER8Q,journalArticle,2006,"Komives, Susan R.; Longerbeam, Susan D; Owen, Julie E; Mainella, Felicia C; Osteen, Laura",A Leadership Identity Development Model: Applications from a Grounded Theory,Journal of College Student Development,,,10.1353/csd.2006.0048,,"This article describes a stage-based model of leadership identity development (LID) that resulted from a grounded theory study on developing a leadership identity (Komives, Owen, Longerbeam, Mainella, &amp; Osteen, 2005). The LID model expands on the leadership identity stages, integrates the categories of the grounded theory into the LID model, and develops how the categories of the theory change across stages of the model. The model has implications for working with individuals as they develop their leadership identity and for facilitating groups as they develop empowering environments for shared leadership. Connections to related scholarship and stage-based implications for practice are explored.",2006,4/17/25 8:31,4/17/25 8:31,,401-418,,4,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6Z9WHMK4,journalArticle,2005,"Komives, Susan R.; Owen, Julie E; Longerbeam, Susan D; Mainella, Felicia C; Osteen, Laura",Developing a Leadership Identity: A Grounded Theory,Journal of College Student Development,,,10.1353/csd.2005.0061,,"This grounded theory study on developing a leadership identity revealed a 6-stage developmental process. The thirteen diverse students in this study described their leadership identity as moving from a leader-centric view to one that embraced leadership as a collaborative, relational process. Developing a leadership identity was connected to the categories of developmental influences, developing self, group influences, students' changing view of self with others, and students' broadening view of leadership. A conceptual model illustrating the grounded theory of developing a leadership identity is presented.",2005,4/17/25 8:31,4/17/25 8:31,,593-611,,6,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVDZY3RF,journalArticle,2019,"Deserranno, Erika; Stryjan, Miri; Sulaiman, Munshi",Leader Selection and Service Delivery in Community Groups: Experimental Evidence from Uganda,American Economic Journal: Applied Economics,,,10.1257/app.20180248,,"In developing countries, NGOs and governments often rely on local groups for the delivery of financial and public services. This paper studies how the design of rules used for group leader selection affects leader identity and shapes service delivery. To do so, we randomly assign newly formed savings and loan groups to select their leaders using either a public discussion procedure or a private vote procedure. Leaders selected with a private vote are found to be less positively selected on socioeconomic characteristics. This results in groups that are more inclusive toward poor members, without being less economically efficient. (JEL D72, O16, O17, O22, Z13)",2019,4/17/25 8:31,4/17/25 8:31,,240-267,,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5GQA8JZS,journalArticle,2017,"Larsson, Magnus; Nielsen, Mie Femø",The Risky Path to a Followership Identity: From Abstract Concept to Situated Reality,International Journal of Business Communication,,,10.1177/2329488417735648,,"Followership research has increased recently, but little attention has been paid to the complexities and challenges of creating a followership identity. Researchers typically portray followership as a safe alternative to leadership identity, but we challenge this assumption by using naturally occurring workplace interactions to identify active contributions as well as risks associated with a follower identity. In this study, we use conversation analysis to examine how people collaboratively construct identities, and how identity development shapes and organizes interactions between people. The findings reveal the risks of misidentifying the task at hand, of being too authoritative, and of claiming too much knowledge. Also, our analyses highlight that leader and follower roles remain abstract in workplace interactions and, instead, people focus more on negotiated, task-oriented, practical identities.",2017,4/17/25 8:31,4/17/25 8:31,,30-Mar,,1,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JZA25RMH,journalArticle,2017,"Henfield, Malik S.; Washington, Ahmad R.; Rue, Lisa De La; Byrd, Janice A.",Black Male School Counselor Educator Contextual Explorations in                     Leadership,Professional School Counseling,,,10.1177/2156759x18773591,,"The counseling profession has seen an increase in research exploring counselor educators’ professional identity development. Leadership skills are noted in the Council for Accreditation of Counseling and Related Educational Programs standards as an important part of a school counselor’s identity, but scholars have paid less attention to leadership identity development for counselor educators. This lack of emphasis in the literature is even more evident when considering the leadership development of racial and ethnic minority counselor educators in school counseling programs. This article explores and critiques noted leadership approaches and provides firsthand accounts of two Black male counselor educators’ experiences leading school counseling programs.",2017,4/17/25 8:31,4/17/25 8:31,,,,1b,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U3U6KGGS,journalArticle,2023,"de Santibañes, Mariana; Ospina, Sonia M; Lee, Seulki; Santamaria, Angela; Evans, Michelle M; Muelas, Dunen; Guerrero, Nazareth",The dialectics of leadership identity construction: Case studies from Indigenous women leaders,Leadership,,,10.1177/17427150231169554,,"Challenging oversimplified models, the leader identity literature calls for new perspectives of leadership identity construction (LIC). Using a collective leadership lens and narrative methods, this collaborative study explores how Indigenous women’s leadership identities develop within a contest for power and voice. Observations, interviews, and micro-ethnographies helped identify how history, community dynamics and cultural contradictions influence LIC. We find the LIC process to unfold as a dialectical spiral, informed by contradictions experienced when enacting social identities in various spheres of influence. This highlights the intersectionality of salient identities when theorizing LIC, and suggests that minoritized leaders can resignify and ultimately, capitalize on their multiple identities to strengthen their leadership.",2023,4/17/25 8:31,4/17/25 8:31,,366-390,,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIB8YN9X,journalArticle,2022,"Wolfgramm, Rachel; Pouwhare, Robert; Henry, Ella; Spiller, Chellie; Tuazon, Gerson Francis",Investigating collective memory in the enactment of Māori leadership identities Ko te kōputu pūmahara hei whakatinana i ngā tuakiri hautū,Leadership,,,10.1177/17427150221096206,,"This article is based on research investigating collective memory in the enactment of leadership identities. The context is derived from a study of Māori leadership and decision-making. The methodology is qualitative and underpinned by Kaupapa Māori research. Methods include pūrākau – Māori epistemology in the form of storytelling. Data is sourced from digital archives in the form of documentaries capturing a rich array of Māori leadership in ritual, ceremonies and interviews with leaders in multiple settings. The process of wānanga (collaborative interactive learning) was required for translation of material from Te Reo Māori into English. As a central feature of a Māori collective memory paradigm, words act as a key, unlocking insight and deeper levels of understanding inherent in Māori epistemology, mātauranga Māori (Māori knowledge) and ontology. We employ whakapapa, a framework for understanding cultural identity and layering of relationships to inform analysis by offering a new concept to the literature; pūmahara, a generative collective memory code. This highlights continuity in the enactment of Māori leadership identities and values which signal social affiliation, self-affirmation and belonging. In terms of contributions, first, the study confirms that as repositories for social and collective memory, digital archives offer a potent opportunity to investigate collective memory in the enactment of leadership identities. Second, a new way of analysing the data through culturally derived methods including wānanga, pūrākau and whakapapa is offered. Third, a distinctive contribution to leadership identity research via a conceptual model highlighting interactions between cognitive, affective, relational, material and cultural values is detailed. Finally, we conclude by offering further avenues of research aimed to advance leadership identity research. In summary, this article offers a distinctive contribution to leadership identity research drawing on collective memory theory.",2022,4/17/25 8:31,4/17/25 8:31,,627-655,,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LQUHD6U5,journalArticle,2021,"Gosling, Edward",The role of the officers’ mess in inclusive military leader social identity construction,Leadership,,,10.1177/17427150211063675,,"Leadership is fundamentally a social phenomenon, and a leader’s legitimacy in personal and social terms is determined partly by how effectively they incorporate the prototypical leader identity. Using the historical British officers’ mess as a case study, this article presents a conceptual examination of the function place can perform in the construction of collective leader identities and the interconnected influence shared history, materiality and social interaction can have in encouraging inclusivity in leadership. Leadership identity is an integral feature of military life which has historically drawn on complex cultural and legal traditions to underwrite the individual’s right to command. This article will argue that social places such as the officers’ mess have been utilised as a means of cultivating cohesion in the past and that they may have an application in furthering inclusive collective leader identities in the future.",2021,4/17/25 8:31,4/17/25 8:31,,40-60,,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT2DP5X2,journalArticle,2019,"Lugar, Caleb W; Garrett-Scott, Shennette; Novicevic, Milorad M.; Popoola, Ifeoluwa Tobi; Humphreys, John H; Mills, Albert J",The historic emergence of intersectional leadership: Maggie Lena Walker and the Independent Order of St. Luke,Leadership,,,10.1177/1742715019870375,,"Maggie Lena Walker arose from humble beginnings as the daughter of an ex-slave to become a prominent banker, entrepreneur, and community leader in the American state of Virginia in the early 1900s. She was the first African American woman in the United States to establish and lead a bank. In addition, Walker played a principal leadership role in a major African American mutual aid social service organization: the Independent Order of St. Luke. In this article, we investigate the historic emergence of intersectional leadership by exploring Walker’s leader identity development as Grand Secretary-Treasurer of the Independent Order of St. Luke. The method that we apply to the Walker case is intersectional microhistory, which is the study of unique social actors and the intersections of their gender, race, and other social categories as they change over time. We use our intersectional microhistory approach to unpack phenomenon of emerging intersectional leadership, offering deeper insights about the oppressive and multi-layered barriers that Maggie Walker surmounted as a black woman in order to effectively function as an acknowledged leader of the Independent Order of St. Luke.",2019,4/17/25 8:31,4/17/25 8:31,,220-240,,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B9I5TT73,journalArticle,2019,"Clifton, Jonathan; Dai, Wenjin",A discursive analysis of the in situ construction of (Japanese) leadership and leader identity in a research interview. Implications for leadership research,Leadership,,,10.1177/1742715019856159,,"Interviews are a way, if not the key way, in which knowledge of leadership and leader identity is sought. Yet, the interviews as a site of the construction of this knowledge are often “black-boxed” and few scholars consider how the “what” of leadership and leader identity are constructed as in situ social practice. Taking a discursive approach to leadership, and using membership categorization analysis as a methodological tool, this paper considers the identity work that participants do when constructing (Japanese) leadership and leader identity in a research interview. Findings indicate that leader identity is fragmented and contradictory and that identity work is skewed to producing a morally acceptable leader identity that has little to do with revealing underlying truths of leadership as often assumed. On the basis of these findings, we call for the discursive turn in leadership research to go beyond considering leadership-in-action to also consider the way in which both meanings of leadership and leader identities are discursively constructed as in situ social practice, notably in research interviews. Second, we call for more careful consideration and analysis of research interview as a site for building knowledge of leadership and leader identities, which, close analysis reveals to be fluid, changeable, and even contradictory. Third, we argue that researchers should also analyze what the particular constructions of leadership and leader identities “do.” This aligns with calls for more critical approaches to leadership studies that challenge hegemonic views of leadership and seek to make visible the power dynamics of presenting leadership and leader identity in one way rather than another.",2019,4/17/25 8:31,4/17/25 8:31,,180-199,,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRWQKLUU,journalArticle,2018,"van Dick, Rolf; Fink, Louisa; Steffens, Niklas K; Peters, Kim; Haslam, S. Alexander",Attributions of leaders’ charisma increase after their death: The mediating role of identity leadership and identity fusion,Leadership,,,10.1177/1742715018807042,,"In the present research, we replicate previous research showing that death increases attributions of a leader’s charisma and that this is mediated by followers’ perceptions of a connection between the leader and their group (identity fusion). We also extend previous research by including identity leadership as a further mediator, examining the importance of a leaders’ perceived ability to strengthen the identity of the group they lead. Predictions were tested in the unique context of the death of two former German chancellors (Helmut Schmidt, Helmut Kohl) with participants ( n = 233) evaluating one of these leaders either before or after their death. Results show that the leaders’ identity leadership, identity fusion, and charisma were perceived to be significantly higher after their death. Analysis also supported the proposed serial mediation model in which condition (alive or dead) impacted charisma via identity leadership and then fusion. Results support claims that charisma is a social attribution.",2018,4/17/25 8:31,4/17/25 8:31,,576-589,,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGF2QDEY,journalArticle,2017,"Virtaharju, Jouni J; Liiri, Tuomas P",The supervisors who became leaders: Leadership emergence via changing organizational practices,Leadership,,,10.1177/1742715017736004,,"This paper examines leadership and leader emergence as a contextual process. The paper argues that the emergence of leader identities is a contextual process which is premised on relations between organizational actors and practices. We adopt a social constructionist view on leadership emergence, applying a practice theory perspective on an empirical case of supervisory leadership emergence. Our empirical material consists of informant accounts and corporate documentation of a multiyear organization development project. The empirical narrative explores how the expectation set for a group of supervisors in the organization to act as leaders of production was initially impaired by a lack of participation in central organizing activities. The organization development project reformed the supervisory work to include more tasks related to production activities, which facilitated a new interpretation of the supervisors as leaders. We analyse how the inclusion of supervisors in the daily production practices induced an identity change where the supervisors came to be identified as leaders in production. We argue that contextual changes at the level of organizing practices can influence leadership and leader emergence.",2017,4/17/25 8:31,4/17/25 8:31,,103-122,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BL8INSUP,journalArticle,2017,"Clifton, Jonathan",The in situ construction of leader identity in a leader’s life story during an alumni talk to MBA students,Leadership,,,10.1177/1742715017706644,,"Analysis of leaders’ life stories is widely regarded as a way of getting to the “just whatness” of leader identity. However, most research that makes use of leaders’ life stories considers the story to be a resource for investigating leader identity. Little, if any, research considers leaders’ life stories as a topic for research and investigates the in situ, context sensitive, interactional accomplishment of such stories. Using a video-recorded extract of an alumni talk to MBA students at an American business school, taking a social constructionist approach to identity, and using positioning theory as a methodology, the purpose of this paper is to reveal the “nitty gritty” of talking oneself into being as a “leader” through the in situ telling of a life story as a “leader’s” life story. Findings indicate that such a leader identity is constructed from a complex interplay of (1) characters in the storyworld, (2) the here-and-now interaction of the participants during the storytelling, and (3) wider societal Discourses of what is, and is not, an acceptable leader identity.",2017,4/17/25 8:31,4/17/25 8:31,,622-643,,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B6L45CGK,journalArticle,2018,"Lees-Marshment, Jennifer; Smolović Jones, Owain",Being more with less: Exploring the flexible political leadership identities of government ministers,Leadership,,,10.1177/1742715016687815,,"The paper focuses on the identity work of government ministers, exploring how they experience themselves in relation to contemporary demands and discourses of leadership and democracy. We note a substantial number of studies seeking to develop theories of political and public leadership, particularly in more collaborative directions, but no studies that seek to explore how such demands are experienced by the political leaders who occupy leadership roles. We adopt a poststructuralist approach to identity as a means of empirically exploring how government ministers construct their identities. Drawing on 51 interviews with senior politicians, we propose a model of flexible political leadership identity, which argues that just as public agencies in these austere times are asked to do more with less, so political leaders seem to need to be more but with less perceived discretionary power. We propose four identities that answer quite different leadership demands: ‘the consultor’, ‘the traveller,’ ‘the adjudicator’ and ‘the master.’ These are semi-occupied identities, partial fulfilments of contemporary but contradictory leadership discourses. We conclude the paper with a reflection on how our findings might inform future research and leadership development interventions.",2018,4/17/25 8:31,4/17/25 8:31,,460-482,,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G99DPNKZ,journalArticle,2015,"Evans, Michelle; Sinclair, Amanda","Containing, contesting, creating spaces: leadership and cultural identity work among Australian Indigenous arts leaders",Leadership,,,10.1177/1742715015620463,,"Drawing on the experiences of 29 Australian Indigenous artists and arts leaders, this article explores the way these individuals provide leadership by expressing and resisting cultural identities of Aboriginality. Scholars have shown how a key activity in leadership is ‘identity work’, or negotiating a sustainable leadership identity, yet much of the scholarship to date neglects context and cultural dimensions of identity work in leadership. Our research draws on the extensive theorising on social identity, but we take a critical perspective, arguing that public discourses of Aboriginality mean that leadership identities in Indigenous communities have a complex, sometimes contested status. We begin the article showing the way in which Aboriginality as an identity is constructed in the public domain. We then explore three categories of identity practice enacted by our sample of arts leaders: contesting essentialisation, containing trauma and creating belonging. The discussion argues that these practices of interrogating and re-shaping stereotypic cultural identities often constitute acts of leadership. We contribute to scholarship by providing new insights on identity work; and to practice, highlighting the potential significance of leadership identity work to the self-determination and flourishing of Aboriginal peoples.",2015,4/17/25 8:31,4/17/25 8:31,,270-292,,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVYCQDF2,journalArticle,2015,"Clifton, Jonathan",Leaders as ventriloquists. Leader identity and influencing the communicative construction of the organisation,Leadership,,,10.1177/1742715015584695,,"Traditionally leadership studies have focussed on psychological and quantitative approaches that have offered limited insights into the achievement of leader identity as an interactional accomplishment. Taking a discursive approach to leadership in which leaders emerge as those who have most influence in communicatively constructing the organisation, and using transcripts of naturally occurring decision-making talk, the purpose of this paper is to make visible the seen but unnoticed discursive resources by which leader identity emerges in talk. More specifically, using actor network theory as a methodology, this paper focusses on how the director of an organisation ventriloquises (i.e. makes another actor speak through the production of a given utterance) other entities to do leadership. Findings indicate that leadership is achieved by making relevant to the interaction hybrid presences of actants that allow certain organisational players to influence the communicative construction of the organisation and so manage the meaning of organisational reality. In this way, social actors talk into being a ‘leader identity’, which is not necessarily a purely human physical presence, but can also be a hybrid presence of human and nonhuman actants, which are dislocated across time and space. The hybrid production of presence(s) also allows leaders to enact authority as a way of influencing others to accept their version of organisational reality.",2015,4/17/25 8:31,4/17/25 8:31,,301-319,,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2997JR2,journalArticle,2014,"Clifton, Jonathan","Small stories, positioning, and the discursive construction of leader identity in business meetings",Leadership,,,10.1177/1742715013504428,,"Stories are considered to be an essential part of organisational life and thus of leadership. However, to date research into stories and leadership has concentrated on big stories and life narratives and has tended to overlook the identity work that small stories perform as part of everyday workplace interaction. Working from the premise that leaders are managers of meaning, and using transcripts of naturally-occurring stories that were video-taped during a business meeting, this paper uses positioning theory as a research methodology to explain how leadership and leader identities are achieved through narrative both at a discourse (little-d) and Discourse (big-D) levels. Findings indicate that certain participants at the meeting are able to use discursive resources to manage the meaning of the organisation in both the story world and the real world and so do leadership and talk into being a leader identity.",2014,4/17/25 8:31,4/17/25 8:31,,99-117,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC5VNNIH,journalArticle,2014,"Nyberg, Daniel; Sveningsson, Stefan",Paradoxes of authentic leadership: Leader identity struggles,Leadership,,,10.1177/1742715013504425,,"Using in-depth interview material, this article explores the socially constructed and locally mediated nature of authentic leadership. The findings illustrate an irony of authentic leadership: while leaders claim that it is their true and natural selves that make them good leaders; simultaneously, they must restrain their claimed authenticity in order to be perceived as good leaders. This generates tensions that undermine the construction of a more stable and coherent leader identity. The study finds that in order to resolve these tensions, the managers develop metaphorical selves—Mother Teresa, messiah and coach—as a way of trying to accommodate conflicting identity claims while remaining true to the idea of themselves as authentic leaders exercising good leadership. These findings contribute to a constructed, situational and contested notion of leadership by showing how authenticity is an existential project of ‘essentialising’ fragmented and conflicting selves.",2014,4/17/25 8:31,4/17/25 8:31,,437-455,,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64ELISBW,journalArticle,2014,"Schneider, Andreas; Gardner, William L; Hinojosa, Amanda; Marin, Alejandra",Emotional responses of leaders to passive versus active members,Leadership,,,10.1177/1742715013504424,,"In our investigation of emotion management in organizations, we shift the focus from leadership to followership. To maintain their leadership identity in leader–member relationships, leaders have to elicit emotions that are contingent on the identity of the member. As such, members play a key role in defining leadership. We apply the symbolic interactionist approach of affect control theory and its operationalization in computer simulations to investigate the emotion management of leaders. To do so, we determine which emotions are most normative for leaders to show during their interactions with members that assume identities as passive followers versus active colleagues. The results reveal that the identity of a passive follower elicits emotions that are relatively negative (e.g. defiant, mad, shocked, alarmed, anxious) from leaders, whereas the active colleague identity generates comparatively positive emotions (e.g. pleased, delighted, glad, amused, thankful, relaxed, serene).",2014,4/17/25 8:31,4/17/25 8:31,,412-436,,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXY7DIW5,journalArticle,2010,"Sinha, Paresha N.",The Dramatistic Genre in Leadership Studies: Implications for Research and Practice,Leadership,,,10.1177/1742715010363209,,"Since the late 1980s, leadership theorists and researchers have appreciated the significance of leaders as makers of meaning. While this understanding has stimulated a greater need to link leadership to organizational symbolism and organizational sense-making issues, the focus on these issues has resulted in not insignificant dissatisfaction with conventional approaches to the study of leadership. In response, this article proposes a complementary alternative focus for research and practice in the leadership area. It advances the use of the symbolic and relational aspects of leadership as highlighted in the three subgenres of dramatism namely: Kenneth Burke’s dramatism (life is drama ), Erving Goffman’s dramaturgy (life is like drama ) and Victor Turner’s social drama (life and drama are interdependent ). There-after the article explores the key distinctions between the three sub-genres so as to identify their analytical as well as explanatory focus. Implications for leadership research and practice using the three subgenres are presented. The article closes with a discussion on the opportunities an integrated dramatistic approach might offer the general field of leadership.",2010,4/17/25 8:31,4/17/25 8:31,,185-205,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIRRTRH5,journalArticle,2008,"Pullen, Alison; Rhodes, Carl",`It's All About Me!': Gendered Narcissism and Leaders' Identity Work,Leadership,,,10.1177/1742715007085767,,"This article develops and illustrates a gendered theorization of narcissism as it relates to the self-identity of leaders in organizations. While the value of existing theories of leadership and narcissism are acknowledged, it is noted that they treat narcissism in an implicitly masculine fashion. In so doing they limit narcissistic leadership identity to relatively aggressive, self-oriented, and domineering forms. To develop a more thorough and nuanced appreciation of the implications of narcissism for leaders' identity work, the article articulates a gendered perspective on narcissism that accounts for forms of leadership that are self-focused but not necessarily traditionally masculine. Four types of leadership narcissism are identified and illustrated: the bully, the star performer, the servant, and the victim. While each of these forms is narcissistic in that identity is associated with the defence of a grandiose self-image (ego ideal) through the admiration of others and the love of the self, they achieve this in markedly different, and gendered, ways. The article concludes by arguing how a gendered reading of narcissism and leadership provides a richer understanding of the narcissistic behaviours of men and women in contemporary organizations.",2008,4/17/25 8:31,4/17/25 8:31,,25-May,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YYQ7ZJFD,journalArticle,2006,"Sveningsson, Stefan; Larsson, Magnus",Fantasies of Leadership: Identity Work,Leadership,,,10.1177/1742715006062935,,"This article explores middle managerial talk and practice connected to expectations of leadership in a planned corporate cultural change programme. Here we explore how a middle manager positions him or herself in relation to contemporary discourse on leadership. We discuss how managerial claims of leadership in practice seem inconsistent with the actual practice. Based on these findings we suggest that leadership ideas could be seen as a kind of fantasy related to identity work, rather than actual practice. We investigate this fantasy in terms of its various sources and relate the fantasy construction to management education and to the planned cultural change in particular.",2006,4/17/25 8:31,4/17/25 8:31,,203-224,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I6N2829X,journalArticle,2024,"Walker, Dayna O. H.; Middleton, Eric D.; Reichard, Rebecca J.; Riggio, Ronald E.",Leadership Role Occupancy and Leader Self-Views Across 20 Years: Implications for Leader Development,Journal of Leadership &amp; Organizational Studies,,,10.1177/15480518241256542,,"Despite the recognized importance of leader development as a lifelong process, it remains unclear whether adolescents who engage in leadership will continue to do so into adulthood. Moreover, to what extent does leadership role occupancy facilitate internalizing future leader self-views? Conversely, to what extent does internalizing leader self-views facilitate future leadership role occupancy? The current paper examines these questions across three epochs of the lifespan (i.e., adolescence, early adulthood, and mid-adulthood) with a quasilongitudinal design. Drawing from a prospective database of 107 participants spanning over 26 years, we test within and between system effects of the leader experience processing system (i.e., leadership roles at ages 17, 29, and 38) and the leader self-view system (i.e., general self-concept at age 12, leader self-efficacy at age 17, and leader identity at ages 29 and 38). Structural equation modeling results support consistency in both systems, with more support for consistency in the leader self-view system. In addition, both systems mediate the other over time, suggesting a dynamic interplay whereby leaders integrate and build on leadership experiences in a process we call spontaneous leader development. Contrary to theory, we only found evidence for bi-directional relationships between systems in adolescence and early adulthood; in mid-adulthood at age 38, leader identity informed leadership roles but not vice versa. Implications of these findings for leader development theory are discussed.",2024,4/17/25 8:31,4/17/25 8:31,,267-288,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36FEXDP5,journalArticle,2023,"Byrne, Alyson E.; Chadwick, Ingrid C.",How Women Leaders’ Identities Coexist Through Public and Private Identity Endorsements,Journal of Leadership &amp; Organizational Studies,,,10.1177/15480518231208576,,"The development of a leader identity is considered essential for leadership success. Underlying this identity work is the belief that the social identity of being a leader is positive—something that leaders both privately endorse and want publicly conferred by others. However, this process is complex for women leaders who are simultaneously navigating the identity work of being women in male-dominated leadership positions. We conducted a qualitative investigation of women in senior leadership roles to examine how they construct a leader identity by managing private and public endorsements of both a leader and a female identity. Our results indicate that women leaders engage in leader and gender identity work whereby they actively manage how they privately self-endorse and publicly allow others to endorse their leader and female identities using identity hybridization. In so doing, they mix and recombine elements of both their leader and gender identities to construct a coherent female leader identity. Doing so allows them to benefit from the complementarity of these identities, while mitigating the risks associated with publicly and privately endorsing these two identities in tandem. This approach to identity hybridization allows women leaders to maintain a sense of agency, effectiveness, and authenticity in the face of identity tensions.",2023,4/17/25 8:31,4/17/25 8:31,,59-75,,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WUP8SJPJ,journalArticle,2021,"Palanski, Michael E.; Thomas, Jane S.; Hammond, Michelle M.; Lester, Gretchen V.; Clapp-Smith, Rachel",Being a Leader and Doing Leadership: The Cross-domain Impact of Family and Friends on Leader Identity and Leader Behaviors at Work,Journal of Leadership &amp; Organizational Studies,,,10.1177/15480518211005452,,"This research presents a cross-domain exploration of leader identity. Drawing from theory about multidomain leader development and leader identity social processes, we examine how endorsement as a leader by those internal and external to work can impact an individual's own self-internalized sense of identity as a leader at work. Specifically, we examine how the collective endorsement of one's leader identity by family and friends in addition to work colleagues (managers, peers, and direct reports) influences the individual’s own self-internalized sense of identity as a leader at work. We also examine the relationship of the individual’s self-internalized sense of identity as a leader at work to enacted transformational leadership and contingent reward behaviors as rated by colleagues in the work domain. Data from a multisource and multidomain 360° evaluation of 256 leaders by 3,255 raters in the United States and Ireland provide support for the hypothesized relationships. Implications for theory and practice are discussed.",2021,4/17/25 8:31,4/17/25 8:31,,273-286,,3,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
